st,stateabbrv,statename,id,year,le_agg_q1_F,le_agg_q2_F,le_agg_q3_F,le_agg_q4_F,le_agg_q1_M,le_agg_q2_M,le_agg_q3_M,le_agg_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
36,NY,New York,36,2013,84.27607,85.43659,87.77748,88.8607,79.51288,81.59801,83.5834,87.63844,732606,690487,675208,767380,712507,623653,627446,734973
36,NY,New York,36,2014,85.58826,85.50179,88.08811,89.59779,79.64222,81.86137,85.15781,86.76808,713967,656128,656043,734846,701578,596004,601321,702475
37,NC,North Carolina,37,2001,81.5691,83.71365,86.0891,86.64126,73.93787,79.31537,81.84387,83.75782,310617,303642,291822,256500,276855,293636,276750,245101
37,NC,North Carolina,37,2002,81.11488,85.95727,86.35198,88.06541,74.70431,78.46774,82.86771,83.43227,328063,312609,298531,259204,289424,301152,283391,247879
37,NC,North Carolina,37,2003,81.1655,84.16823,86.48121,87.81535,74.41685,78.81703,83.31302,85.08634,339408,319136,302230,263816,298674,307110,285834,251816
37,NC,North Carolina,37,2004,82.77879,85.67276,86.06772,86.6041,75.36121,80.61123,82.73241,86.62529,345953,327100,307494,267044,303588,311818,290692,254659
37,NC,North Carolina,37,2005,82.38496,85.08167,85.72826,87.80144,75.79577,79.20733,81.68259,85.59151,352623,334095,312165,270921,308217,316630,295546,258130
37,NC,North Carolina,37,2006,82.63869,84.67131,86.01476,87.80026,75.33543,80.26212,83.81989,86.04594,362629,340318,316904,275421,315808,322604,299535,262936
37,NC,North Carolina,37,2007,83.20739,84.53223,85.55178,89.1543,76.00986,81.78111,83.75441,85.83749,370944,349262,323155,285419,323736,327894,305323,272320
37,NC,North Carolina,37,2008,83.63363,85.53471,87.53536,88.95993,75.81097,81.28919,82.60941,87.30692,378755,357262,330132,291507,330238,334010,311637,277979
37,NC,North Carolina,37,2009,81.82409,85.09168,87.34825,88.53362,75.19537,80.95551,84.30556,86.05707,391001,369101,340173,301036,341614,343668,320130,286184
37,NC,North Carolina,37,2010,82.35401,86.0125,88.33769,89.05315,75.9142,80.94943,84.07435,86.74336,389782,374347,342036,296404,342283,344797,320458,281101
37,NC,North Carolina,37,2011,81.94866,85.82919,88.15129,87.80173,74.92347,81.34782,83.32258,87.55364,388729,376961,340648,294910,341299,342242,320089,279286
37,NC,North Carolina,37,2012,83.32903,85.47609,87.96792,88.77721,75.79687,81.59049,83.42603,85.72518,386343,379037,343283,297199,340131,343732,322631,281836
37,NC,North Carolina,37,2013,82.05276,85.78029,87.0377,88.92527,75.84492,80.42422,84.08443,86.82718,389218,380099,342603,296364,350588,346069,320909,279259
37,NC,North Carolina,37,2014,82.84181,86.71139,88.15822,89.16135,76.23479,80.15347,83.53651,87.33997,375890,374102,331341,286974,341475,338187,307614,268174
38,ND,North Dakota,38,2001,84.80302,82.55815,87.19258,89.81519,74.79211,81.46886,79.69384,75.68629,20293,25392,27487,15618,20561,28461,26823,14658
38,ND,North Dakota,38,2002,84.20274,86.25249,85.4045,90.92452,78.70573,79.0451,85.27395,79.27843,21001,25705,28363,15364,20994,28571,27675,14441
38,ND,North Dakota,38,2003,79.85718,84.30551,85.82613,83.82444,78.14169,78.99586,85.5467,88.28014,21122,25674,29061,15776,20889,28583,28707,14712
38,ND,North Dakota,38,2004,83.2802,86.27415,82.61597,79.05136,81.52653,82.3912,86.11846,86.06071,20924,26140,29615,16084,21009,28781,29046,15069
38,ND,North Dakota,38,2005,82.85394,86.72914,85.32364,78.60078,81.55764,82.70267,80.23706,86.12262,20630,25779,30393,17083,20639,28565,30078,16062
38,ND,North Dakota,38,2006,84.40864,88.81893,88.827,84.74107,76.38799,83.16866,86.51266,88.28688,20470,25706,30904,17437,20583,28377,30527,16484
38,ND,North Dakota,38,2007,83.01728,87.97784,89.54093,86.33362,78.26482,85.96167,85.9692,78.73891,20286,25784,30964,17798,20312,28346,30842,16730
38,ND,North Dakota,38,2008,85.72852,80.44833,84.24877,91.24773,79.27822,81.189,79.66008,88.61013,20098,25660,31296,18176,20136,28219,31108,17246
38,ND,North Dakota,38,2009,83.31484,90.39401,86.43495,90.07706,78.8866,83.45825,86.92561,82.05167,19376,25200,31830,20033,19372,27726,32150,19058
38,ND,North Dakota,38,2010,83.66787,86.76286,90.60428,92.19675,78.7149,83.63528,88.9978,88.36117,18740,24074,31502,22211,18519,26612,32509,21153
38,ND,North Dakota,38,2011,89.06374,88.85992,90.83242,87.38805,74.4601,82.65815,86.72869,88.40714,17829,23259,31395,24049,17470,25495,32831,22929
38,ND,North Dakota,38,2012,80.22247,88.88165,88.72015,91.07073,76.55026,83.99036,84.66812,88.99503,16888,22686,31152,26411,16748,25125,32938,25204
38,ND,North Dakota,38,2013,80.16608,82.84247,88.74272,92.61919,75.97357,81.34526,85.53189,84.02872,16925,22444,30854,28228,18012,25239,33193,27175
38,ND,North Dakota,38,2014,87.31149,82.94366,87.86631,87.73681,75.7378,83.38181,88.96213,87.68317,16657,21855,28313,30558,18122,24581,31868,29116
39,OH,Ohio,39,2001,79.87706,83.10178,84.5154,84.49189,74.07938,78.35474,81.76906,84.11898,381203,489552,467735,356091,342024,470487,466016,344997
39,OH,Ohio,39,2002,81.15193,82.58212,84.81718,85.27843,73.51437,79.61259,82.40433,84.03278,395957,504997,475667,347035,354765,484897,472990,336257
39,OH,Ohio,39,2003,81.11414,83.10561,83.29881,85.63403,74.70124,80.32755,81.55389,84.49465,405276,517225,481624,340685,366053,497173,473376,329512
39,OH,Ohio,39,2004,81.50652,84.46839,85.5606,87.18484,74.4101,79.54858,82.99484,84.60334,407062,519245,485681,350591,369059,498094,475247,339370
39,OH,Ohio,39,2005,81.286,84.64795,85.18349,87.45469,74.45857,80.0216,83.91048,86.15104,413148,518102,482427,359792,373117,499260,470951,346772
39,OH,Ohio,39,2006,81.63364,84.46115,85.70942,88.08437,74.04374,79.44033,84.23441,85.01734,415373,517807,485416,360505,377725,497512,474422,346524
39,OH,Ohio,39,2007,82.35844,84.77723,85.46516,88.98886,75.02071,80.55743,82.57939,84.77016,420604,516314,486277,357490,383578,497042,474323,342843
39,OH,Ohio,39,2008,81.74569,86.1581,88.01107,88.1983,74.7681,80.42036,83.91309,87.02865,427263,518131,488411,354477,390949,499136,475334,338084
39,OH,Ohio,39,2009,80.84525,85.40385,87.36328,89.14152,74.3336,80.69809,84.15122,87.62765,432760,523915,495804,359049,396340,505381,479750,342524
39,OH,Ohio,39,2010,81.33281,85.36109,87.62949,89.65053,75.36101,81.50436,83.856,87.36549,431530,519258,494453,354020,395340,501769,477188,335421
39,OH,Ohio,39,2011,81.8724,85.71204,86.68377,89.65887,75.28274,81.93116,85.02633,86.17201,423330,510467,488172,355063,390649,492686,464777,334630
39,OH,Ohio,39,2012,81.90862,85.32679,87.86586,89.80502,74.50603,81.22643,84.3716,86.05504,417749,498029,488469,358372,384138,482829,467256,338096
39,OH,Ohio,39,2013,81.59993,85.16348,88.42152,89.51431,75.57281,81.13252,84.45165,86.52565,413894,487762,480384,360709,383970,474972,460968,339031
39,OH,Ohio,39,2014,82.13501,84.71979,87.74094,88.94614,75.17695,80.80116,84.17119,87.04044,397730,466176,466864,365092,373686,458438,445953,335717
40,OK,Oklahoma,40,2001,82.49109,82.76108,83.50478,87.84481,74.41492,79.65575,80.86159,81.02913,142809,132539,117857,83638,130200,129310,112820,78023
40,OK,Oklahoma,40,2002,80.77004,82.77386,84.38358,86.27671,75.06282,79.73493,81.76793,81.55293,147679,134588,119719,83546,133827,130950,114894,78216
40,OK,Oklahoma,40,2003,80.73002,82.72031,83.56029,85.77282,76.24678,80.65571,80.97436,84.45169,147286,136495,120987,87255,132588,132228,117175,81584
40,OK,Oklahoma,40,2004,82.04255,83.57246,85.6003,88.38994,75.01445,78.13439,82.25944,85.70646,149349,137792,121662,86969,135064,131990,117983,81362
40,OK,Oklahoma,40,2005,80.34344,84.02127,84.68367,84.76228,74.07536,79.36621,82.90662,84.57481,150386,138388,122913,86407,135522,132561,119138,80529
40,OK,Oklahoma,40,2006,80.8149,83.35381,87.22746,87.0325,75.37939,79.28081,80.94824,85.87646,151107,139120,123507,87157,136628,133177,119582,81354
40,OK,Oklahoma,40,2007,81.54633,85.47453,85.28428,87.55733,75.79727,80.00135,82.95431,85.07993,149791,139700,125461,89673,135534,134116,121747,83696
40,OK,Oklahoma,40,2008,80.00821,83.96056,85.93195,85.53054,75.5293,80.64983,83.17607,85.48074,149484,139183,125912,94273,135155,134021,122720,88373
40,OK,Oklahoma,40,2009,80.61607,84.36099,86.12107,86.20001,73.88358,80.38618,82.78141,85.09299,151377,142150,129869,97941,137048,137328,126656,92092
40,OK,Oklahoma,40,2010,80.17824,82.88499,85.67136,87.85788,74.52473,79.94781,82.4083,87.76138,146086,141277,130341,101245,130808,137164,128251,95290
40,OK,Oklahoma,40,2011,79.97009,85.15826,86.66306,87.38393,74.87359,80.01913,81.90691,82.55656,143302,141848,129383,100217,128589,136484,127390,94015
40,OK,Oklahoma,40,2012,81.49062,83.90202,87.59676,89.45623,74.66376,80.6888,84.25626,85.7672,141067,139469,129516,100951,126316,134552,127905,94898
40,OK,Oklahoma,40,2013,78.99219,85.15827,87.31596,86.24406,74.81486,77.99555,84.32059,86.99163,139577,138300,128781,102245,128216,135141,128559,95592
40,OK,Oklahoma,40,2014,81.54351,84.07671,85.90967,87.29546,74.68837,77.91499,85.39022,83.67179,135787,136396,121193,95669,123916,132771,123524,90152
41,OR,Oregon,41,2001,81.85371,82.83099,83.58015,86.61037,77.13101,81.01168,81.90314,85.10096,120135,134810,139945,118931,117905,136882,134261,112453
41,OR,Oregon,41,2002,81.46968,83.37356,83.27419,87.5677,76.75143,81.46807,81.61572,86.43418,125991,139960,142139,120249,123470,140155,136543,113519
41,OR,Oregon,41,2003,83.0388,84.29871,85.65794,86.61819,76.77319,81.27984,82.36726,85.61285,129703,142804,144351,120044,126850,141624,137680,113504
41,OR,Oregon,41,2004,83.73832,83.32471,84.5601,88.61341,78.20569,82.62847,83.43756,86.64344,131844,143810,146846,120249,128246,143200,139705,113172
41,OR,Oregon,41,2005,85.19511,85.35611,87.05862,87.19369,76.61058,82.46084,84.94424,84.08942,133054,144778,147958,120626,128626,143779,140813,112974
41,OR,Oregon,41,2006,82.9472,84.376,87.83251,87.9781,78.34546,83.16165,84.79122,84.77622,135513,144863,149809,122684,130818,144579,142247,114768
41,OR,Oregon,41,2007,83.45438,86.17485,87.60184,87.20264,79.12698,83.33424,85.88431,87.11662,134886,145370,151529,127668,130433,144951,143828,119494
41,OR,Oregon,41,2008,83.70805,86.98451,88.00841,90.64707,77.42538,82.65266,83.8848,86.46333,135754,147252,153305,129052,131188,146464,145251,121248
41,OR,Oregon,41,2009,81.36562,85.81804,88.45115,90.19611,76.69588,82.30477,84.89795,87.57807,137666,149154,156869,133717,133839,148477,148437,125514
41,OR,Oregon,41,2010,82.33021,86.38747,87.63299,89.80524,78.6921,82.58768,86.01268,88.30824,137404,149712,156494,127568,134094,148505,147198,119531
41,OR,Oregon,41,2011,83.58916,85.68636,88.03332,90.63612,78.30422,83.29461,85.72222,89.89753,136711,147499,154072,125582,134832,145009,144825,117237
41,OR,Oregon,41,2012,84.26112,86.50974,88.80003,90.4093,77.93441,82.91899,87.01963,85.59953,134406,146296,153480,126266,134340,143217,143820,117984
41,OR,Oregon,41,2013,83.72679,85.16042,89.5116,89.89456,76.89902,83.05482,85.9651,87.20048,134536,143293,151524,126237,137687,140881,141863,117416
41,OR,Oregon,41,2014,83.86506,85.97518,87.90731,89.47899,77.93623,83.78863,86.71438,87.64756,130309,136029,142642,122486,131933,134992,134477,113073
42,PA,Pennsylvania,42,2001,81.06297,82.9578,84.44989,86.56415,74.74068,80.62498,81.8166,85.0228,387172,472521,514815,450078,358045,477852,493373,428204
42,PA,Pennsylvania,42,2002,81.37727,83.83851,85.32582,86.48235,75.44182,80.03192,82.28986,84.89861,400340,486128,525172,448320,368617,489096,504450,427412
42,PA,Pennsylvania,42,2003,81.6804,83.7765,85.17324,86.52358,75.0369,80.30593,82.10255,84.60535,407467,496373,533104,453242,376648,498339,512336,431772
42,PA,Pennsylvania,42,2004,81.72069,84.03481,85.2485,88.0464,75.71106,79.62225,82.57899,84.33662,409885,501117,541591,465717,379470,502533,520545,443555
42,PA,Pennsylvania,42,2005,81.94781,84.54893,86.65208,87.22164,75.61435,80.58381,83.55112,86.0008,413961,503950,545744,473450,385629,502756,523945,451403
42,PA,Pennsylvania,42,2006,81.84715,84.72433,87.16181,87.51662,75.55447,80.7373,83.65585,86.51378,416807,506117,549761,477233,390815,502718,528811,454451
42,PA,Pennsylvania,42,2007,82.4728,84.54332,86.04996,88.99525,75.13324,80.50115,83.98222,85.34061,422068,509834,553524,476064,397916,506814,531394,453092
42,PA,Pennsylvania,42,2008,82.24348,85.44994,87.09136,88.70507,75.90505,80.66589,83.58677,86.00383,426015,513623,558898,480889,402830,509380,535332,456488
42,PA,Pennsylvania,42,2009,81.29575,85.8199,86.63453,88.45633,74.84877,81.2532,84.6188,86.55637,426453,518863,569451,495288,404252,513472,546091,469125
42,PA,Pennsylvania,42,2010,82.31512,86.04522,87.39854,89.03359,75.59914,81.08086,83.63895,87.17738,418335,513501,568232,501498,396355,508080,544603,474370
42,PA,Pennsylvania,42,2011,82.17491,85.31668,87.45863,88.78183,75.63535,80.91333,83.67131,86.48315,408328,509267,562801,508169,387949,502289,539227,479296
42,PA,Pennsylvania,42,2012,83.21626,85.39755,87.97089,89.26394,75.41319,81.54221,84.0199,86.29601,400685,504145,564022,513083,381009,497317,542234,484261
42,PA,Pennsylvania,42,2013,82.08437,86.63863,87.58437,89.38213,75.32799,80.86811,84.25519,87.67699,399347,493433,558690,508386,387460,488092,536121,478016
42,PA,Pennsylvania,42,2014,82.35283,86.43861,88.12048,88.4176,75.75887,81.0144,84.9782,87.20013,384883,468417,536855,508788,380334,467711,511926,468401
44,RI,Rhode Island,44,2001,81.71924,86.00558,84.20306,87.77098,76.90758,78.79715,88.66635,85.20622,32806,37610,41851,40043,30421,36820,40274,38332
44,RI,Rhode Island,44,2002,80.53773,82.207,87.08661,88.67718,74.7271,80.76044,82.57418,84.48477,33955,38502,42901,41533,31074,37782,41492,39836
44,RI,Rhode Island,44,2003,80.98983,84.64292,86.40682,80.88627,79.57648,82.11421,85.6022,84.6695,33962,39465,43912,43112,31313,38225,42331,41496
44,RI,Rhode Island,44,2004,82.59118,87.23766,81.95457,87.37258,75.99712,77.65331,80.75432,85.49942,34127,39717,44610,44997,31212,38430,43058,43486
44,RI,Rhode Island,44,2005,82.96558,85.38474,85.20444,84.92255,75.63128,82.86404,83.27458,83.58473,34325,39835,44936,45904,31116,38612,43492,44358
44,RI,Rhode Island,44,2006,82.17159,88.01994,85.31676,88.45792,77.99018,83.10647,85.56131,84.96989,34656,39865,45399,46601,31676,38662,43667,44928
44,RI,Rhode Island,44,2007,82.83981,84.86664,86.88681,86.75498,77.81469,79.96401,82.6233,89.01225,34896,40058,45216,45855,32068,38740,43143,43972
44,RI,Rhode Island,44,2008,83.59514,88.36089,88.00478,86.02631,75.47081,82.36633,84.5666,79.16712,35438,40554,45209,45802,32619,38892,43170,43584
44,RI,Rhode Island,44,2009,81.83997,88.84307,86.39591,86.68044,75.93349,82.12457,84.24637,86.3198,35948,40815,45838,46376,33010,39009,43486,43721
44,RI,Rhode Island,44,2010,86.58904,86.73409,85.38395,85.28313,76.57423,81.12174,86.82983,88.5613,36057,40160,45718,45732,32907,38611,43102,43081
44,RI,Rhode Island,44,2011,83.63319,84.25834,87.43427,88.35468,78.26979,81.064,82.80355,89.50777,35498,39686,45454,45548,32323,38138,42303,42949
44,RI,Rhode Island,44,2012,84.09586,84.57183,88.94736,91.56184,75.88363,83.21123,87.46927,83.3914,35316,40525,44818,45637,32072,38530,41789,42867
44,RI,Rhode Island,44,2013,83.18965,84.55424,85.91103,92.08829,78.43781,81.44926,85.07427,87.19319,35010,39396,44476,44442,32172,37511,41226,41597
44,RI,Rhode Island,44,2014,82.99187,86.99873,89.08115,89.51058,78.08464,82.91895,85.36213,86.15211,34403,37896,42639,43388,31659,36054,39399,39860
45,SC,South Carolina,45,2001,81.77122,84.26164,86.2079,87.88718,73.91103,77.48173,81.82635,84.27084,179326,148607,136957,110886,152643,146358,132554,104230
45,SC,South Carolina,45,2002,81.51911,84.0071,84.05233,89.44947,74.144,78.71016,81.33738,86.16521,188423,153235,139738,111465,158169,150351,135698,104362
45,SC,South Carolina,45,2003,81.63474,84.5761,87.37972,87.01609,72.4812,80.03703,80.14015,83.11665,194612,155804,141506,113425,163152,152040,136846,106210
45,SC,South Carolina,45,2004,82.39097,84.78187,86.79472,86.84755,74.67213,80.49016,82.91516,86.0197,197834,159142,143832,115841,165190,154127,138951,108455
45,SC,South Carolina,45,2005,81.9181,84.94394,85.62046,87.80542,75.10149,81.38007,83.49774,87.5674,199777,163334,144616,118139,165263,156864,139630,110846
45,SC,South Carolina,45,2006,82.28732,85.26633,86.82474,89.63264,74.33097,79.18494,84.07627,85.49693,204368,165832,146636,119657,169021,159261,141416,112034
45,SC,South Carolina,45,2007,81.96006,85.52632,86.30775,89.61188,74.61572,80.66294,84.0356,83.84156,207683,169679,149677,123222,171677,161951,143835,115273
45,SC,South Carolina,45,2008,83.29658,86.76791,88.38558,88.11348,74.54516,79.21615,82.90453,85.8034,211725,172251,151948,126079,174752,163712,145772,117468
45,SC,South Carolina,45,2009,80.93576,85.2164,87.42567,88.33796,73.82624,80.91008,82.50108,86.66791,219600,178854,156557,127125,182800,168493,149757,117933
45,SC,South Carolina,45,2010,81.4141,85.60798,88.44057,88.60392,75.02706,81.1706,83.72083,86.35189,218932,179240,155552,125019,182260,167736,148501,115632
45,SC,South Carolina,45,2011,83.35944,87.15115,87.25044,89.22826,75.67113,80.29002,84.78873,86.52842,218140,178562,155028,123972,182295,165613,147681,114613
45,SC,South Carolina,45,2012,81.74362,84.92908,86.22456,89.3054,74.63922,81.22235,84.37257,83.13476,216662,179912,155644,124961,180929,166774,148587,115375
45,SC,South Carolina,45,2013,83.68509,86.2497,86.57047,89.43491,75.55971,81.36363,85.66805,86.61495,215274,181581,155961,123591,182866,168529,148347,114221
45,SC,South Carolina,45,2014,82.04599,86.17054,86.60884,89.36478,75.39587,81.16537,84.81436,88.53101,205818,178435,149795,119977,176572,163269,142525,109292
46,SD,South Dakota,46,2001,77.8616,83.95054,89.48635,91.22414,78.00906,78.79683,82.86638,87.25335,25074,30652,30148,17477,25937,32642,28382,16442
46,SD,South Dakota,46,2002,82.6422,82.39978,90.45731,87.88824,75.61873,85.03789,85.78137,85.11292,25819,31416,31299,17664,26568,33455,29576,16480
46,SD,South Dakota,46,2003,85.59566,85.69577,83.63583,87.94923,75.79631,84.48865,84.10064,85.00399,26173,31979,32125,17816,26818,34132,30370,16722
46,SD,South Dakota,46,2004,83.66003,84.90482,82.61005,88.46626,79.1563,84.85722,84.87417,85.73187,26772,32333,32390,18164,27234,34343,30874,16954
46,SD,South Dakota,46,2005,80.72295,80.98908,84.87314,87.37078,75.76359,81.2011,85.17825,84.15114,26529,33005,33583,18952,26986,35005,31953,17666
46,SD,South Dakota,46,2006,81.69955,84.90552,89.06457,78.43856,77.86233,82.93516,83.44197,84.47791,26654,33196,34242,19566,27248,34924,32682,18373
46,SD,South Dakota,46,2007,80.93496,81.79848,87.40255,89.96634,78.20697,83.00782,84.08315,83.59003,26525,33205,35231,20144,27403,34909,33631,18969
46,SD,South Dakota,46,2008,83.31842,87.48837,89.60748,91.18945,77.12277,82.0388,85.73112,88.79471,26836,33304,35515,20610,27619,34852,33959,19415
46,SD,South Dakota,46,2009,83.73755,88.01768,85.6442,85.35236,75.74867,84.40472,90.21088,89.68472,26542,33407,36700,21885,27218,35483,35205,20484
46,SD,South Dakota,46,2010,83.61674,87.37573,86.55434,92.00828,78.66016,80.62244,85.55656,80.49123,26091,32862,36876,22624,26287,35085,35588,21180
46,SD,South Dakota,46,2011,82.82212,85.81425,89.062,91.63542,78.34672,82.04137,84.6106,85.85445,25387,32517,36882,23387,25328,34284,36035,21838
46,SD,South Dakota,46,2012,82.73338,87.03134,86.70545,90.83817,77.49494,81.79921,85.29162,88.62323,24550,32385,37607,23997,24536,34985,36791,22219
46,SD,South Dakota,46,2013,80.823,87.1893,86.55853,91.70137,76.69226,83.4696,84.85555,88.82276,25640,32177,37880,24611,26764,35362,36977,22582
46,SD,South Dakota,46,2014,81.54034,86.24191,88.45316,89.18068,78.26317,81.89694,87.02264,89.31201,24403,30256,35707,26122,25551,33102,35073,23131
47,TN,Tennessee,47,2001,82.37418,84.11814,85.41988,86.41776,74.41015,79.72119,82.09081,86.89819,230645,229793,204506,160810,214620,222976,195839,153998
47,TN,Tennessee,47,2002,82.87392,84.22903,86.29922,86.74046,75.05835,79.32822,83.25884,86.23457,243673,237245,207080,157987,225522,229523,197759,151116
47,TN,Tennessee,47,2003,82.11282,84.72411,84.98251,88.78252,74.4597,80.29953,81.53027,83.57318,249349,241330,209107,160216,229723,231769,199685,152715
47,TN,Tennessee,47,2004,81.52393,84.72672,84.55961,89.00113,75.78572,80.22052,82.17332,85.88411,251019,244681,212340,165565,230853,233047,203516,158122
47,TN,Tennessee,47,2005,82.23987,85.16891,86.33864,88.28465,74.80167,79.69375,82.01618,84.89233,252743,246977,215155,169922,232054,233725,206342,162223
47,TN,Tennessee,47,2006,83.71608,83.45895,86.05379,87.77714,74.54851,79.4726,82.74644,83.47696,254835,251001,219324,172014,234469,236564,209994,164614
47,TN,Tennessee,47,2007,81.87496,86.03168,88.0808,89.74568,75.63848,80.09681,83.78875,84.53182,260186,255935,222928,173213,240047,241013,212527,164876
47,TN,Tennessee,47,2008,83.10072,84.92423,86.74806,87.6828,74.92166,80.02119,84.5506,86.11568,266985,258885,224855,174984,246877,243496,213763,166435
47,TN,Tennessee,47,2009,81.84163,84.939,86.30256,89.09524,74.05267,79.31892,83.53973,86.45036,278599,266838,230397,177802,257863,250567,218642,168100
47,TN,Tennessee,47,2010,81.47829,85.73602,86.5076,89.49844,75.81202,80.04562,84.36292,87.8288,276522,266045,229122,175755,257243,248601,216634,165549
47,TN,Tennessee,47,2011,81.98892,83.99267,86.54726,89.32893,74.59085,80.66528,83.44669,85.65548,274384,264395,228994,173483,253752,244702,216842,163088
47,TN,Tennessee,47,2012,81.85797,83.58892,86.49898,89.92583,74.04322,80.42303,84.05485,85.67126,272386,261943,230289,176364,252442,243811,218160,165713
47,TN,Tennessee,47,2013,81.83403,84.30755,88.2377,89.05318,74.5587,78.86381,82.36681,86.90462,270961,262537,229968,175572,255245,245988,216820,164348
47,TN,Tennessee,47,2014,82.58179,85.25072,87.8992,90.16517,74.51045,79.68322,84.75817,85.79173,256243,254947,224903,170854,242820,237819,209303,158137
48,TX,Texas,48,2001,81.46869,82.91632,83.01032,86.0427,76.968,78.47449,80.92282,84.45094,792697,683216,614109,675471,760178,662612,605790,671673
48,TX,Texas,48,2002,82.42111,84.0358,83.80277,86.19185,76.37222,79.16344,82.09502,84.4095,827457,705070,631579,691913,781202,683834,625511,688471
48,TX,Texas,48,2003,82.69957,83.62061,85.11742,86.58606,77.27773,80.19332,82.4362,84.33639,847207,722674,645940,714198,794322,699061,641236,712258
48,TX,Texas,48,2004,82.9519,84.50031,86.02854,88.16769,76.78915,79.80483,81.94183,85.11171,872103,745180,661876,717845,815805,719876,652793,713355
48,TX,Texas,48,2005,83.29803,84.62305,86.08937,87.63667,77.28809,79.46885,83.07011,85.5707,889428,762647,675849,725687,827189,736312,665162,718974
48,TX,Texas,48,2006,83.3755,84.21809,86.73666,88.12267,77.53793,80.26105,82.18626,86.08478,919865,777860,684582,734827,850149,749222,673531,727682
48,TX,Texas,48,2007,83.42625,85.12765,86.20184,88.08015,77.51744,80.89018,83.85341,85.39581,938010,794331,698817,756005,860939,766908,690554,749232
48,TX,Texas,48,2008,83.07098,85.73385,86.8869,89.16783,77.63759,80.32679,83.67907,85.32169,947116,807042,717091,784981,862681,780411,714289,779876
48,TX,Texas,48,2009,82.55508,84.4109,86.47985,89.40804,76.50206,80.08958,83.89397,86.34843,963126,835133,744987,821630,872284,808896,741391,816194
48,TX,Texas,48,2010,83.41759,84.90292,86.78285,88.77204,77.106,80.50961,83.10912,86.53867,955730,848132,758213,846445,856182,820710,758432,840149
48,TX,Texas,48,2011,83.51144,85.05897,86.8634,88.04398,76.85149,81.00299,83.11504,86.03212,958819,867080,766800,845185,855855,832663,759290,835218
48,TX,Texas,48,2012,82.33385,85.56322,86.05329,89.0191,76.8017,80.71083,83.02692,86.56593,965569,877401,776983,855478,857408,840183,770659,845937
48,TX,Texas,48,2013,83.14465,84.68721,86.79868,89.38355,76.58128,80.68187,83.15495,85.74113,976908,892659,788812,865991,877417,858429,788412,858018
48,TX,Texas,48,2014,83.77238,85.21899,87.24046,88.29086,77.38415,80.21237,83.55228,86.9626,954817,889787,765942,786020,841399,842355,776567,811155
49,UT,Utah,49,2001,83.4762,86.27377,85.58048,88.5497,78.4162,81.215,87.04198,86.22343,48065,62815,79312,66090,47173,64918,79901,63967
49,UT,Utah,49,2002,82.83881,86.92737,84.36737,88.07703,77.48938,82.06046,85.34857,89.63867,50714,65036,81764,66569,49325,66820,82548,64137
49,UT,Utah,49,2003,84.70094,86.76966,83.94254,89.46799,76.50948,82.81605,83.38923,88.65543,52389,66350,83859,69002,50618,68330,84403,66438
49,UT,Utah,49,2004,81.21053,85.37462,87.32577,86.90993,79.0377,79.42453,84.1996,86.14907,54409,67419,84814,70121,52934,68795,85314,67677
49,UT,Utah,49,2005,84.36453,85.93418,86.14684,90.38708,80.33766,84.23149,86.60187,89.61312,55955,69431,85935,70044,54503,70502,86687,67180
49,UT,Utah,49,2006,83.33463,87.68552,86.34912,91.23127,79.06994,83.49274,85.09743,89.62209,56792,70918,87917,71758,55831,72459,88341,69006
49,UT,Utah,49,2007,85.44208,88.09792,89.22664,88.64579,76.778,82.84553,86.44413,87.10614,57817,72471,90099,75230,56449,74527,91014,72515
49,UT,Utah,49,2008,83.63159,86.01551,88.94971,87.51849,78.12714,83.95223,88.16324,87.86645,58142,73028,92595,79303,56200,75454,94131,76781
49,UT,Utah,49,2009,83.41942,86.59599,89.78426,88.27185,77.47754,81.92166,87.5322,86.55881,58599,74241,96312,83829,57239,76845,98004,81142
49,UT,Utah,49,2010,83.31152,86.75617,87.28032,89.93089,78.32053,83.20021,84.53441,86.66695,60012,75579,97569,83047,58788,78145,99677,79945
49,UT,Utah,49,2011,83.26123,86.20112,90.61287,88.68975,76.77447,82.72637,85.82854,86.0108,61183,75745,97266,83664,60309,77819,99846,79942
49,UT,Utah,49,2012,84.52783,87.90372,84.43653,91.08173,79.63663,83.67326,86.35154,86.63091,62153,77484,98436,83408,60892,79616,101070,80009
49,UT,Utah,49,2013,84.62194,86.2472,88.4613,91.1636,78.96056,82.70798,84.53652,88.86787,62701,78163,100112,83962,62391,80956,103056,80497
49,UT,Utah,49,2014,83.94403,88.08952,87.27767,90.40665,78.62012,84.12808,87.38815,88.74615,64460,75092,95511,83048,62387,80124,101229,79660
50,VT,Vermont,50,2001,82.02311,82.8382,85.36594,82.94341,78.21523,79.30185,88.48112,87.79195,22041,26742,28356,20738,22151,27579,26821,19632
50,VT,Vermont,50,2002,81.74264,87.46941,87.11423,89.16983,76.23956,76.69937,83.52435,76.00432,22511,27585,29078,21614,22281,28408,27703,20348
50,VT,Vermont,50,2003,82.2647,86.16694,87.72883,92.04203,78.40437,81.18585,86.26116,82.57369,22801,28418,29641,22086,22597,28843,28544,20665
